plasmid	contig	contig_len
GP_Isolated_0	Contig:118:37.3306	4476
GP_Isolated_1	Contig:128:35.2934	746
GP_Isolated_2	Contig:131:21.4387	722
GP_unb_1	Contig:144:60.1221	1097
GP_Isolated_3	Contig:145:29.6291	775
GP_Isolated_4	Contig:157:20.063	941
GP_0	Contig:166:22.7584	1242
GP_0	Contig:491:50.9043	9252
GP_0	Contig:580:1410.1	1023
GP_0	Contig:607:20.4346	1298
GP_Isolated_5	Contig:16:15.0829	1310
GP_Isolated_6	Contig:174:19.4736	966
GP_Isolated_7	Contig:176:22.6874	1159
GP_Isolated_8	Contig:178:32.513	1638
GP_Isolated_9	Contig:184:13.8048	481
GP_Isolated_10	Contig:194:12.4345	356
GP_Isolated_11	Contig:201:35.6417	581
GP_Isolated_12	Contig:202:34.4446	2314
GP_Isolated_13	Contig:205:30.3156	885
GP_Isolated_14	Contig:219:14.1145	850
GP_unb_2	Contig:232:36.9479	888
GP_Isolated_15	Contig:244:59.8018	4959
GP_Isolated_16	Contig:246:11.8326	988
GP_Isolated_17	Contig:263:7.75687	966
GP_Isolated_18	Contig:268:18.4336	728
GP_Isolated_19	Contig:280:42.5206	6611
GP_Isolated_20	Contig:291:8.66818	903
GP_Isolated_21	Contig:299:39.194	422
GP_Isolated_22	Contig:29:27.5234	8167
GP_unb_3	Contig:308:20.0455	698
GP_Isolated_23	Contig:310:19.2526	495
GP_Isolated_24	Contig:314:25.7784	1699
GP_Isolated_25	Contig:316:36.1245	1482
GP_Isolated_26	Contig:325:46.1826	765
GP_Isolated_27	Contig:333:26.6634	2266
GP_Isolated_28	Contig:338:38.2233	2590
GP_Isolated_29	Contig:340:38.417	574
GP_Isolated_30	Contig:342:37.1889	1576
GP_Isolated_31	Contig:343:14.8124	505
GP_Isolated_32	Contig:362:16.0296	459
GP_Isolated_33	Contig:372:7.33731	690
GP_Isolated_34	Contig:375:6.88209	3387
GP_Isolated_35	Contig:377:10.6432	701
GP_Isolated_36	Contig:380:7.98359	2518
GP_Isolated_37	Contig:381:34.1789	2356
GP_Isolated_38	Contig:387:24.6043	1170
GP_Isolated_39	Contig:395:7.48824	2953
GP_Isolated_40	Contig:3:39.8544	6111
GP_Isolated_41	Contig:402:18.6915	1255
GP_Isolated_42	Contig:403:16.478	566
GP_Isolated_43	Contig:405:19.2509	1953
GP_Isolated_44	Contig:40:33.5501	1307
GP_Isolated_45	Contig:421:23.9799	1410
GP_Isolated_46	Contig:42:9.9758	1673
GP_Isolated_47	Contig:433:11.5721	1081
GP_Isolated_48	Contig:436:16.0406	439
GP_Isolated_49	Contig:437:19.024	354
GP_Isolated_50	Contig:443:33.4234	2084
GP_Isolated_51	Contig:44:8.31809	3519
GP_Isolated_52	Contig:465:44.5251	6318
GP_Isolated_53	Contig:467:26.9971	2764
GP_unb_4	Contig:478:25.9656	1504
GP_1	Contig:4:381.098:Circ	2277
GP_Isolated_54	Contig:504:41.3744	11385
GP_Isolated_55	Contig:50:25.1354	633
GP_Isolated_56	Contig:512:40.0415	3488
GP_Isolated_57	Contig:515:18.3976	782
GP_Isolated_58	Contig:521:29.0298	1767
GP_unb_5	Contig:526:66.4315	952
GP_Isolated_59	Contig:527:18.1389	632
GP_Isolated_60	Contig:529:9.40658	780
GP_Isolated_61	Contig:530:59.0622	6900
GP_Isolated_62	Contig:537:51.0194	6320
GP_Isolated_63	Contig:545:19.8487	2466
GP_Isolated_64	Contig:547:36.5053	2571
GP_Isolated_65	Contig:54:25.798	1317
GP_Isolated_66	Contig:552:21.5931	1637
GP_Isolated_67	Contig:557:34.9112	4267
GP_Isolated_68	Contig:558:35.6285	4284
GP_Isolated_69	Contig:55:17.8744	888
GP_Isolated_70	Contig:569:11.488	1233
GP_Isolated_71	Contig:582:16.1388	978
GP_Isolated_72	Contig:586:52.2292	6583
GP_Isolated_73	Contig:589:16.1572	497
GP_Isolated_74	Contig:58:7.903	4855
GP_Isolated_75	Contig:597:31.7402	3962
GP_Isolated_76	Contig:59:20.9271	2422
GP_Isolated_77	Contig:603:28.3301	1371
GP_Isolated_78	Contig:615:35.8812	769
GP_Isolated_79	Contig:620:35.2236	5517
GP_Isolated_80	Contig:621:8.33085	691
GP_Isolated_81	Contig:62:18.6759	1535
GP_Isolated_82	Contig:631:8.15789	628
GP_Isolated_83	Contig:63:16.4924	1143
GP_Isolated_84	Contig:67:38.6824	6582
GP_unb_6	Contig:69:62.9457	1862
GP_Isolated_85	Contig:71:10.0353	1011
GP_Isolated_86	Contig:85:26.5096	3856
GP_Isolated_87	Contig:89:42.5543	1900
GP_Isolated_88	Contig:8:32.1565	2914
GP_Isolated_89	Contig:92:89.8176	3601
GP_unb_7	Contig:363:402.478:5p:1:2	249
GP_unb_8	Contig:363:402.478:5p:1:3	374
GP_unb_9	Contig:442:381.103:3p:1:3	216
GP_unb_10	Contig:442:381.103:3p:1:4	216
