plasmid	contigs
PBF_P1	Contig:194:105.307:1,Contig:176:121.579:1,Contig:101:1381.9:5p:1:188:1,Contig:198:50.7915:3p:1:4:1,Contig:85:1188.98:1,Contig:130:223.868:1,Contig:31:98.325:1,Contig:115:104.069:1,Contig:73:73.359:1,Contig:103:54.2508:5p:1:6:1,Contig:75:43.8834:1,Contig:61:109.292:1,Contig:106:67.4695:3p:1:66:1,Contig:101:1381.9:5p:1:202:1,Contig:106:67.4695:3p:1:9:1,Contig:181:85.157:1,Contig:10:57.2843:1,Contig:144:111.546:1,Contig:195:1025.6:5p:1:9:1,Contig:137:57.0415:1,Contig:38:44.084:1,Contig:198:50.7915:3p:1:15:1,Contig:101:1381.9:5p:1:96:1,Contig:18:122.093:1,Contig:147:206.625:1,Contig:101:1381.9:5p:1:153:1,Contig:106:67.4695:3p:1:81:1,Contig:101:1381.9:5p:1:89:1,Contig:52:48.2158:1,Contig:101:1381.9:5p:1:185:1,Contig:91:44.0285:1,Contig:103:54.2508:5p:1:4:1,Contig:195:1025.6:5p:1:7:1,Contig:101:1381.9:5p:1:132:1,Contig:101:1381.9:5p:1:8:1,Contig:183:394.985:5p:1:11:1,Contig:196:91.3521:5p:1:7:1,Contig:28:61.0294:1,Contig:68:43.6765:1,Contig:192:44.234:1,Contig:119:56.773:3p:1:3:1,Contig:195:1025.6:1,Contig:190:46.4253:1,Contig:72:59.3739:5p:1:3:1,Contig:101:1381.9:5p:1:100:1,Contig:159:87.5088:1,Contig:183:394.985:5p:1:13:1,Contig:26:90.0968:5p:1:3:1,Contig:101:1381.9:5p:1:94:1,Contig:118:49.8193:5p:1:9:1,Contig:121:108.509:1,Contig:18:122.093:5p:1:3:1,Contig:51:36.2422:1,Contig:191:97.3817:1,Contig:93:48.2681:1,Contig:205:74.5577:1,Contig:87:56.6856:1,Contig:198:50.7915:3p:1:13:1,Contig:138:125.912:1,Contig:101:1381.9:1,Contig:203:107.125:3p:1:2:1,Contig:101:1381.9:5p:1:143:1,Contig:196:91.3521:1,Contig:196:91.3521:5p:1:5:1,Contig:198:50.7915:3p:1:2:1,Contig:97:56.8338:1,Contig:150:87.3091:1,Contig:181:85.157:5p:1:3:1,Contig:195:1025.6:5p:1:6:1,Contig:161:106.112:1,Contig:101:1381.9:5p:1:203:1,Contig:198:50.7915:1,Contig:101:1381.9:5p:1:88:1,Contig:117:996.318:1,Contig:18:122.093:5p:1:8:1,Contig:185:167.207:1,Contig:70:55.274:1,Contig:118:49.8193:5p:1:10:1,Contig:13:54.9394:1,Contig:101:1381.9:5p:1:58:1,Contig:39:93.7418:1,Contig:32:82.3333:1,Contig:114:95.8988:1,Contig:26:90.0968:1,Contig:59:122.452:1,Contig:101:1381.9:5p:1:10:1,Contig:8:117.804:1,Contig:198:50.7915:3p:1:9:1,Contig:66:45.8663:1,Contig:71:140.873:1,Contig:101:1381.9:5p:1:51:1,Contig:106:67.4695:3p:1:64:1,Contig:170:100.756:1,Contig:101:1381.9:5p:1:165:1,Contig:183:394.985:3p:1:1:1,Contig:33:104.516:1,Contig:80:195.394:1,Contig:15:47.6446:1,Contig:113:77.0153:1,Contig:3:42.1077:1,Contig:182:62.2216:1,Contig:49:74.6187:1,Contig:96:73.8075:1,Contig:116:91.0957:1,Contig:133:100.69:1,Contig:189:72.7896:1,Contig:101:1381.9:5p:1:85:1,Contig:101:1381.9:5p:1:109:1,Contig:198:50.7915:3p:1:14:1,Contig:101:1381.9:5p:1:197:1,Contig:189:72.7896:3p:1:6:1,Contig:101:1381.9:5p:1:145:1,Contig:101:1381.9:5p:1:156:1,Contig:103:54.2508:3p:1:12:1,Contig:101:1381.9:5p:1:206:1,Contig:183:394.985:3p:1:12:1,Contig:27:106.844:1,Contig:103:54.2508:5p:1:13:1,Contig:200:147.077:1,Contig:101:1381.9:5p:1:3:1,Contig:101:1381.9:5p:1:95:1,Contig:7:1509.57:1,Contig:124:85.5458:5p:1:4:1,Contig:47:64.5093:1,Contig:101:1381.9:5p:1:55:1,Contig:12:45.8914:5p:1:3:1,Contig:101:1381.9:5p:1:199:1,Contig:98:102.754:1,Contig:188:54.8603:1,Contig:168:69.3745:1,Contig:124:85.5458:1,Contig:56:87.1657:1,Contig:178:58.2353:1,Contig:55:124.661:1,Contig:101:1381.9:5p:1:144:1,Contig:101:1381.9:5p:1:99:1,Contig:103:54.2508:3p:1:13:1,Contig:101:1381.9:5p:1:159:1,Contig:72:59.3739:5p:1:7:1,Contig:103:54.2508:5p:1:14:1,Contig:148:68.7814:1,Contig:183:394.985:1,Contig:129:42.8516:1,Contig:94:86.0482:1,Contig:197:136.649:1,Contig:88:79.8782:1,Contig:203:107.125:1,Contig:106:67.4695:3p:1:25:1,Contig:101:1381.9:5p:1:61:1,Contig:92:41.7263:1,Contig:140:79.0343:1
PBF_P2	Contig:2:1045.16:Circ:1
PBF_P3	Contig:1:772.587:Circ:1
PBF_P4	Contig:18:122.093:1,Contig:138:125.912:1,Contig:203:107.125:3p:1:2:1,Contig:61:109.292:1,Contig:101:1381.9:5p:1:100:1,Contig:127:87.1105:1,Contig:18:122.093:5p:1:3:1,Contig:121:108.509:1,Contig:188:54.8603:1,Contig:185:167.207:1,Contig:115:104.069:1,Contig:27:106.844:1,Contig:191:97.3817:1,Contig:59:122.452:1
PBF_P5	Contig:194:105.307:1,Contig:176:121.579:1,Contig:198:50.7915:3p:1:4:1,Contig:85:1188.98:1,Contig:130:223.868:1,Contig:106:67.4695:3p:1:66:1,Contig:101:1381.9:5p:1:202:1,Contig:122:46.1534:1,Contig:144:111.546:1,Contig:195:1025.6:5p:1:9:1,Contig:99:343.427:3p:1:9:1,Contig:101:1381.9:5p:1:6:1,Contig:99:343.427:1,Contig:204:92.2292:1,Contig:198:50.7915:3p:1:15:1,Contig:45:103.495:1,Contig:106:67.4695:3p:1:81:1,Contig:101:1381.9:5p:1:89:1,Contig:123:103.347:1,Contig:103:54.2508:5p:1:4:1,Contig:195:1025.6:5p:1:7:1,Contig:172:43.971:3p:1:4:1,Contig:198:50.7915:3p:1:3:1,Contig:101:1381.9:5p:1:8:1,Contig:183:394.985:5p:1:11:1,Contig:192:44.234:1,Contig:195:1025.6:1,Contig:101:1381.9:5p:1:98:1,Contig:101:1381.9:5p:1:94:1,Contig:183:394.985:5p:1:13:1,Contig:175:329.598:1,Contig:101:1381.9:5p:1:143:1,Contig:128:44.3309:1,Contig:195:1025.6:5p:1:6:1,Contig:172:43.971:3p:1:2:1,Contig:172:43.971:1,Contig:101:1381.9:5p:1:203:1,Contig:198:50.7915:1,Contig:101:1381.9:5p:1:88:1,Contig:117:996.318:1,Contig:101:1381.9:5p:1:58:1,Contig:152:47.0878:1,Contig:101:1381.9:5p:1:209:1,Contig:71:140.873:1,Contig:106:67.4695:3p:1:64:1,Contig:80:195.394:1,Contig:116:91.0957:1,Contig:58:45.5448:1,Contig:153:45.7716:1,Contig:133:100.69:1,Contig:29:371.565:1,Contig:198:50.7915:3p:1:14:1,Contig:101:1381.9:5p:1:145:1,Contig:101:1381.9:5p:1:156:1,Contig:103:54.2508:3p:1:12:1,Contig:103:54.2508:5p:1:13:1,Contig:200:147.077:1,Contig:101:1381.9:5p:1:95:1,Contig:124:85.5458:5p:1:4:1,Contig:101:1381.9:5p:1:55:1,Contig:134:46.4596:3p:1:3:1,Contig:101:1381.9:5p:1:199:1,Contig:198:50.7915:3p:1:16:1,Contig:168:69.3745:1,Contig:124:85.5458:1,Contig:55:124.661:1,Contig:101:1381.9:5p:1:144:1,Contig:103:54.2508:3p:1:13:1,Contig:103:54.2508:5p:1:14:1,Contig:183:394.985:1,Contig:129:42.8516:1,Contig:197:136.649:1,Contig:126:43.8668:1,Contig:101:1381.9:5p:1:61:1,Contig:147:206.625:1
PBF_P6	Contig:194:105.307:1,Contig:176:121.579:1,Contig:198:50.7915:3p:1:4:1,Contig:85:1188.98:1,Contig:130:223.868:1,Contig:106:67.4695:3p:1:66:1,Contig:101:1381.9:5p:1:202:1,Contig:122:46.1534:1,Contig:144:111.546:1,Contig:174:44.9542:1,Contig:195:1025.6:5p:1:9:1,Contig:99:343.427:3p:1:9:1,Contig:101:1381.9:5p:1:6:1,Contig:99:343.427:1,Contig:198:50.7915:3p:1:15:1,Contig:45:103.495:1,Contig:101:1381.9:5p:1:89:1,Contig:106:67.4695:3p:1:81:1,Contig:123:103.347:1,Contig:103:54.2508:5p:1:4:1,Contig:195:1025.6:5p:1:7:1,Contig:172:43.971:3p:1:4:1,Contig:198:50.7915:3p:1:3:1,Contig:101:1381.9:5p:1:8:1,Contig:183:394.985:5p:1:11:1,Contig:192:44.234:1,Contig:195:1025.6:1,Contig:101:1381.9:5p:1:98:1,Contig:101:1381.9:5p:1:94:1,Contig:183:394.985:5p:1:13:1,Contig:175:329.598:1,Contig:101:1381.9:5p:1:143:1,Contig:103:54.2508:1,Contig:128:44.3309:1,Contig:195:1025.6:5p:1:6:1,Contig:172:43.971:3p:1:2:1,Contig:172:43.971:1,Contig:101:1381.9:5p:1:203:1,Contig:198:50.7915:1,Contig:101:1381.9:5p:1:88:1,Contig:117:996.318:1,Contig:101:1381.9:5p:1:58:1,Contig:101:1381.9:5p:1:209:1,Contig:71:140.873:1,Contig:106:67.4695:3p:1:64:1,Contig:80:195.394:1,Contig:116:91.0957:1,Contig:58:45.5448:1,Contig:133:100.69:1,Contig:29:371.565:1,Contig:198:50.7915:3p:1:14:1,Contig:101:1381.9:5p:1:145:1,Contig:101:1381.9:5p:1:156:1,Contig:103:54.2508:3p:1:12:1,Contig:103:54.2508:5p:1:13:1,Contig:200:147.077:1,Contig:101:1381.9:5p:1:95:1,Contig:124:85.5458:5p:1:4:1,Contig:158:40.4638:1,Contig:101:1381.9:5p:1:55:1,Contig:134:46.4596:3p:1:3:1,Contig:101:1381.9:5p:1:199:1,Contig:198:50.7915:3p:1:16:1,Contig:124:85.5458:1,Contig:55:124.661:1,Contig:103:54.2508:3p:1:13:1,Contig:101:1381.9:5p:1:144:1,Contig:103:54.2508:5p:1:14:1,Contig:183:394.985:1,Contig:197:136.649:1,Contig:126:43.8668:1,Contig:101:1381.9:5p:1:61:1,Contig:147:206.625:1
PBF_P7	Contig:194:105.307:1,Contig:195:1025.6:5p:1:7:1,Contig:101:1381.9:5p:1:145:1,Contig:85:1188.98:1,Contig:101:1381.9:5p:1:156:1,Contig:101:1381.9:5p:1:88:1,Contig:130:223.868:1,Contig:117:996.318:1,Contig:183:394.985:5p:1:11:1,Contig:70:55.274:1,Contig:195:1025.6:1,Contig:200:147.077:1,Contig:111:74.9841:1,Contig:158:40.4638:1,Contig:124:85.5458:5p:1:4:1,Contig:26:90.0968:5p:1:3:1,Contig:106:67.4695:3p:1:66:1,Contig:183:394.985:5p:1:13:1,Contig:26:90.0968:1,Contig:124:85.5458:1,Contig:55:124.661:1,Contig:195:1025.6:5p:1:9:1,Contig:101:1381.9:5p:1:144:1,Contig:103:54.2508:3p:1:13:1,Contig:103:54.2508:5p:1:14:1,Contig:71:140.873:1,Contig:106:67.4695:3p:1:64:1,Contig:204:92.2292:1,Contig:170:100.756:1,Contig:183:394.985:1,Contig:197:136.649:1,Contig:126:43.8668:1,Contig:106:67.4695:3p:1:81:1,Contig:58:45.5448:1,Contig:101:1381.9:5p:1:89:1,Contig:133:100.69:1,Contig:92:41.7263:1,Contig:195:1025.6:5p:1:6:1,Contig:103:54.2508:5p:1:4:1,Contig:147:206.625:1
PBF_P8	Contig:194:105.307:1,Contig:101:1381.9:5p:1:145:1,Contig:85:1188.98:1,Contig:101:1381.9:5p:1:156:1,Contig:101:1381.9:5p:1:88:1,Contig:130:223.868:1,Contig:70:55.274:1,Contig:200:147.077:1,Contig:111:74.9841:1,Contig:26:90.0968:5p:1:3:1,Contig:26:90.0968:1,Contig:101:1381.9:5p:1:144:1,Contig:103:54.2508:3p:1:13:1,Contig:103:54.2508:5p:1:14:1,Contig:71:140.873:1,Contig:106:67.4695:3p:1:64:1,Contig:170:100.756:1,Contig:197:136.649:1,Contig:126:43.8668:1,Contig:106:67.4695:3p:1:81:1,Contig:101:1381.9:5p:1:89:1,Contig:133:100.69:1,Contig:101:1381.9:5p:1:185:1,Contig:92:41.7263:1,Contig:103:54.2508:5p:1:4:1,Contig:147:206.625:1
PBF_P9	Contig:94:86.0482:1,Contig:18:122.093:1,Contig:138:125.912:1,Contig:203:107.125:3p:1:2:1,Contig:61:109.292:1,Contig:127:87.1105:1,Contig:18:122.093:5p:1:3:1,Contig:185:167.207:1,Contig:115:104.069:1,Contig:74:91.1587:1,Contig:59:122.452:1
PBF_P10	Contig:194:105.307:1,Contig:101:1381.9:5p:1:145:1,Contig:85:1188.98:1,Contig:101:1381.9:5p:1:156:1,Contig:103:54.2508:3p:1:12:1,Contig:130:223.868:1,Contig:101:1381.9:5p:1:88:1,Contig:37:51.1295:1,Contig:200:147.077:1,Contig:124:85.5458:5p:1:4:1,Contig:124:85.5458:1,Contig:55:124.661:1,Contig:101:1381.9:5p:1:144:1,Contig:103:54.2508:5p:1:14:1,Contig:71:140.873:1,Contig:106:67.4695:3p:1:64:1,Contig:197:136.649:1,Contig:126:43.8668:1,Contig:101:1381.9:5p:1:89:1,Contig:106:67.4695:3p:1:81:1,Contig:133:100.69:1,Contig:103:54.2508:5p:1:4:1,Contig:147:206.625:1
